Table_ID,Page,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Table_11,10,IFRS S2 – Climate-related Disclosures. These standards have,,,,,,,,,,,,,,,,,,
Table_11,10,,"responses to relevant climate-related risks and opportunities,",,,,,,,,,,,,,,,,,
Table_11,10,already been endorsed by the International Organisation of,,,,,,,,,,,,,,,,,,
Table_11,10,,and providing annual updates and quantitative metrics in its,,,,,,,,,,,,,,,,,
Table_11,10,Securities Commissions (IOSCO) and have received strong,,,,,,,,,,,,,,,,,,
Table_11,10,,Annual Report. By integrating its Climate-related Disclosures,,,,,,,,,,,,,,,,,
Table_11,10,"support from a number of jurisdictions, including Australia,",,,,,,,,,,,,,,,,,,
Table_11,10,,"Report into the Annual Report, CLP is further aligning",,,,,,,,,,,,,,,,,
Table_11,10,"China, Canada, Japan, Hong Kong, Malaysia, New Zealand,",,,,,,,,,,,,,,,,,,
Table_11,10,,"itself with the integrated reporting principle. In addition, a",,,,,,,,,,,,,,,,,
Table_11,10,"Nigeria, Singapore, and the UK. They are expected to inform",,,,,,,,,,,,,,,,,,
Table_11,10,,comprehensive climate transition plan titled CLP's Climate,,,,,,,,,,,,,,,,,
Table_11,10,and accelerate the development of sustainability-related,,,,,,,,,,,,,,,,,,
Table_11,10,,Vision 2050: Powering an orderly transition is published at the,,,,,,,,,,,,,,,,,
Table_11,10,regulatory initiatives globally.,,,,,,,,,,,,,,,,,,
Table_11,10,,same time in March 2024.,,,,,,,,,,,,,,,,,
Table_11,10,"In response to these new IFRS standards, CLP in its 2023",,,,,,,,,,,,,,,,,,
Table_11,10,,"In October 2023, the Task Force on Climate-related Financial",,,,,,,,,,,,,,,,,
Table_11,10,Annual Report has disclosed information about sustainability-,,,,,,,,,,,,,,,,,,
Table_11,10,,"Disclosures (TCFD) announced that it had disbanded, having",,,,,,,,,,,,,,,,,
Table_11,10,related risks and opportunities that could reasonably be,,,,,,,,,,,,,,,,,,
Table_11,10,,fulfilled its remit. The Financial Stability Board (FSB) has asked,,,,,,,,,,,,,,,,,
Table_11,10,expected to affect the Company’s prospects. CLP is further,,,,,,,,,,,,,,,,,,
Table_11,10,,the IFRS Foundation to assume responsibility for monitoring,,,,,,,,,,,,,,,,,
Table_11,10,making sustainability a core part of its corporate thinking and,,,,,,,,,,,,,,,,,,
Table_11,10,,companies’ progress in climate-related disclosures.,,,,,,,,,,,,,,,,,
Table_11,10,business strategy by integrating the materiality assessment,,,,,,,,,,,,,,,,,,
Table_11,10,"process into its governance and risk management procedures,",,,,,,,,,,,,,,,,,,
Table_11,10,as well as disclosing its strategies and metrics in relation to,Download the IFRS S2 Climate-related Disclosure,,,,,,,,,,,,,,,,,
Table_11,10,significant sustainability issues.,Content Index,,,,,,,,,,,,,,,,,
Table_11,10,"For its 2023 Annual and Sustainability Reports, CLP has also",,,,,,,,,,,,,,,,,,
Table_11,10,referenced the Integrated Thinking Principles and the SASB,,,,,,,,,,,,,,,,,,
Table_11,10,Standards for Electric Utilities & Power Generators.,,,,,,,,,,,,,,,,,,
Table_12,11,The Global Reporting Initiative (GRI),Task Force on Nature-related Financial,,,,,,,,,,,,,,,,,
Table_12,11,,Disclosures (TNFD),,,,,,,,,,,,,,,,,
Table_12,11,The GRI is an international independent organisation that,,,,,,,,,,,,,,,,,,
Table_12,11,provides a set of widely-used standards for sustainability,"The TNFD develops voluntary, consistent nature-related",,,,,,,,,,,,,,,,,
Table_12,11,reporting. CLP’s reports have made reference to the GRI,financial risk disclosure recommendations for use by,,,,,,,,,,,,,,,,,
Table_12,11,Standards since 2007.,"companies when providing information to investors,",,,,,,,,,,,,,,,,,
Table_12,11,,"lenders, insurers and other stakeholders. It has issued 14",,,,,,,,,,,,,,,,,
Table_12,11,This report has been prepared in accordance with GRI,recommendations on assessing nature-related risks and,,,,,,,,,,,,,,,,,
Table_12,11,Universal Standards 2021. It also reports on matters relevant,"opportunities in an organisation's governance, strategy,",,,,,,,,,,,,,,,,,
Table_12,11,"to the GRI G4 Electric Utilities Sector Disclosures, covering","risk and impact management, metrics and targets. Its",,,,,,,,,,,,,,,,,
Table_12,11,aspects of its sustainability performance that are meaningful,recommendations include 10 core global disclosure indicators,,,,,,,,,,,,,,,,,
Table_12,11,and relevant to the electric utility sector.,"and metrics related to dependencies and impacts on nature,",,,,,,,,,,,,,,,,,
Table_12,11,,as well as core disclosure metrics for organisation-level risk,,,,,,,,,,,,,,,,,
Table_12,11,,and opportunity assessment. CLP makes reference to the,,,,,,,,,,,,,,,,,
Table_12,11,Download the GRI Content Index,TNDF’s recommendations in disclosing its assessment of,,,,,,,,,,,,,,,,,
Table_12,11,,nature-based risk and of its impact on nature in the chapter,,,,,,,,,,,,,,,,,
Table_12,11,,Respecting Nature.,,,,,,,,,,,,,,,,,
Table_12,11,"The Environmental, Social and Governance (ESG)",,,,,,,,,,,,,,,,,,
Table_12,11,Reporting Guide of the Stock Exchange of Hong Kong,,,,,,,,,,,,,,,,,,
Table_12,11,,Other guidance documents developed for the TNFD have also,,,,,,,,,,,,,,,,,
Table_12,11,,"been referenced, including the sector-specific guidance for the",,,,,,,,,,,,,,,,,
Table_12,11,Companies listed on the Hong Kong Stock Exchange (the,,,,,,,,,,,,,,,,,,
Table_12,11,,power and utilities sector specifying the potential financial,,,,,,,,,,,,,,,,,
Table_12,11,Exchange) are required to meet the Exchange’s ESG Reporting,,,,,,,,,,,,,,,,,,
Table_12,11,,impact of nature-related risks. Another reference that has,,,,,,,,,,,,,,,,,
Table_12,11,Guide disclosure obligations for financial years beginning from,,,,,,,,,,,,,,,,,,
Table_12,11,,been used is the Roadmap to Nature Positive: Foundations for,,,,,,,,,,,,,,,,,
Table_12,11,1 July 2020 onwards. The Guide was updated in 2019 after,,,,,,,,,,,,,,,,,,
Table_12,11,,"the energy system, published by the World Business Council",,,,,,,,,,,,,,,,,
Table_12,11,extensive consultation conducted by the Exchange.,,,,,,,,,,,,,,,,,,
Table_12,11,,for Sustainable Development (WBCSD) in September 2023.,,,,,,,,,,,,,,,,,
Table_12,11,,CLP is actively participating in the WBCSD’s Roadmap to,,,,,,,,,,,,,,,,,
Table_12,11,CLP’s Annual and Sustainability Reports adopted the updated,,,,,,,,,,,,,,,,,,
Table_12,11,,Nature Positive for the Energy System working group.,,,,,,,,,,,,,,,,,
Table_12,11,disclosure obligations from the 2019 reporting cycle onwards.,,,,,,,,,,,,,,,,,,
Table_12,11,"In particular, the materiality assessment process outlined",,,,,,,,,,,,,,,,,,
Table_12,11,,Greenhouse gas (GHG) emissions data,,,,,,,,,,,,,,,,,
Table_12,11,under the mandatory disclosure requirements has been,,,,,,,,,,,,,,,,,,
Table_12,11,"applied to prioritise CLP's response to the ""comply or explain""",,,,,,,,,,,,,,,,,,
Table_12,11,,CLP's GHG emissions are reported with reference to the,,,,,,,,,,,,,,,,,
Table_12,11,provisions of the Environmental and Social Aspects of the ESG,,,,,,,,,,,,,,,,,,
Table_12,11,,"World Resources Institute (WRI)/WBCSD GHG Protocol,the",,,,,,,,,,,,,,,,,
Table_12,11,Reporting Guide.,,,,,,,,,,,,,,,,,,
Table_12,11,,Intergovernmental Panel on Climate Change’s Guidelines for,,,,,,,,,,,,,,,,,
Table_12,11,,"National Greenhouse Gas Inventories (2006), the International",,,,,,,,,,,,,,,,,
Table_12,11,The ISSB was formed in November 2021 and consultation,,,,,,,,,,,,,,,,,,
Table_12,11,,Standard for GHG Emissions ISO 14064 and relevant local,,,,,,,,,,,,,,,,,
Table_12,11,"on the first two ISSB standards took place in 2022,",,,,,,,,,,,,,,,,,,
Table_12,11,,statutory guidelines where applicable.,,,,,,,,,,,,,,,,,
Table_12,11,prompting the Exchange to consider aligning Hong Kong’s,,,,,,,,,,,,,,,,,,
Table_12,11,ESG reporting requirements with these widely supported,,,,,,,,,,,,,,,,,,
Table_12,11,,"In 2007, CLP developed the first version of the Group-wide",,,,,,,,,,,,,,,,,
Table_12,11,international standards. The Exchange plans to enhance,,,,,,,,,,,,,,,,,,
Table_12,11,,"GHG reporting guideline, which referenced some of the",,,,,,,,,,,,,,,,,
Table_12,11,climate-related disclosures under the ESG framework by,,,,,,,,,,,,,,,,,,
Table_12,11,,guidelines above. This reporting guideline is reviewed at least,,,,,,,,,,,,,,,,,
Table_12,11,introducing mandatory disclosures that are consistent with,,,,,,,,,,,,,,,,,,
Table_12,11,,"every three years. In 2019, CLP enhanced its GHG disclosure to",,,,,,,,,,,,,,,,,
Table_12,11,the requirements of IFRS S2.,,,,,,,,,,,,,,,,,,
Table_12,11,,include the disclosure of Scope 3 emissions.,,,,,,,,,,,,,,,,,
Table_13,12,"Reporting frameworks and 
Reporting scope and",,,,,,,,,,,,,,,,,,
Table_13,12,data verification,,,,,,,,,,,,,,,,,,
Table_13,12,,Reporting scope and data verification,,,,,,,,,,,,,,,,,
Table_13,12,This report covers the CLP Group’s sustainability performance,"In 2023, the following data points have been adjusted:",,,,,,,,,,,,,,,,,
Table_13,12,for the calendar year ending 31 December 2023. It is published,,,,,,,,,,,,,,,,,,
Table_13,12,,,,,,,,,,,,,,,,,,,
Table_13,12,at the same time as the CLP 2023 Annual Report. The CLP,"• Health, Safety and Environment (HSE): To enhance",,,,,,,,,,,,,,,,,
Table_13,12,2023 Sustainability and Annual Reports were published in,"the credibility of data quality, one of the existing",,,,,,,,,,,,,,,,,
Table_13,12,"March 2024, in tandem with the 2024 edition of CLP’s Climate","environmental metrics, mercury as an air pollutant, is now",,,,,,,,,,,,,,,,,
Table_13,12,Vision 2050.,independently assured.,,,,,,,,,,,,,,,,,
Table_13,12,,• CLP Group's GHG emissions intensity on an equity / equity,,,,,,,,,,,,,,,,,
Table_13,12,"GRI reference: 2-2, 2-3, 2-4",,,,,,,,,,,,,,,,,,
Table_13,12,,plus long-term capacity and energy purchase basis: This,,,,,,,,,,,,,,,,,
Table_13,12,,metric refers to the ratio of the equity and purchase,,,,,,,,,,,,,,,,,
Table_13,12,CLP reviews its reporting scope regularly to ensure that the,,,,,,,,,,,,,,,,,,
Table_13,12,,portion of GHG emissions to the equivalent portion of the,,,,,,,,,,,,,,,,,
Table_13,12,material impact of the Group’s overall portfolio is covered.,,,,,,,,,,,,,,,,,,
Table_13,12,,power sent out from CLP Group’s generation and energy,,,,,,,,,,,,,,,,,
Table_13,12,Any assets that were operating and later sold during the year,,,,,,,,,,,,,,,,,,
Table_13,12,,storage portfolio where CLP has an equity interest and,,,,,,,,,,,,,,,,,
Table_13,12,"have been included in the reporting scope. In 2023, assets",,,,,,,,,,,,,,,,,,
Table_13,12,,"long-term purchase arrangements. Starting from 2023,",,,,,,,,,,,,,,,,,
Table_13,12,"added to the reporting scope included the Bobai wind farm,",,,,,,,,,,,,,,,,,,
Table_13,12,,"the scope expands to cover spot purchases, including",,,,,,,,,,,,,,,,,
Table_13,12,"Hong Kong LNG Terminal Limited (HKLTL), Darlington Point",,,,,,,,,,,,,,,,,,
Table_13,12,,electricity purchased from the National Electricity Market in,,,,,,,,,,,,,,,,,
Table_13,12,"Energy Storage, and Riverina Energy Storage System II. With",,,,,,,,,,,,,,,,,,
Table_13,12,,Australia and electricity sent to the grid in Hong Kong (i.e.,,,,,,,,,,,,,,,,,
Table_13,12,the change in ownership of Apraava. Apraava’s non-financial,,,,,,,,,,,,,,,,,,
Table_13,12,,through the Feed-In-Tariff Scheme or from other renewable,,,,,,,,,,,,,,,,,
Table_13,12,data on operational control basis has been removed from CLP,,,,,,,,,,,,,,,,,,
Table_13,12,,energy assets).,,,,,,,,,,,,,,,,,
Table_13,12,"Holding’s accounts from 2023, while those on equity basis",,,,,,,,,,,,,,,,,,
Table_13,12,continues to account for the data according to CLP’s equity,,,,,,,,,,,,,,,,,,
Table_13,12,,GRI Reference: 2-5,,,,,,,,,,,,,,,,,
Table_13,12,share in the asset. This is adjusted to align with other joint,,,,,,,,,,,,,,,,,,
Table_13,12,"ventures, on the condition that the same level of transparency",,,,,,,,,,,,,,,,,,
Table_13,12,,KPMG has provided limited assurance on a selected set of ESG,,,,,,,,,,,,,,,,,
Table_13,12,and disclosure is maintained in Apraava’s public disclosures. A,,,,,,,,,,,,,,,,,,
Table_13,12,,"data in this report, in accordance with:",,,,,,,,,,,,,,,,,
Table_13,12,separate standalone Apraava data table with key non-financial,,,,,,,,,,,,,,,,,,
Table_13,12,data metrics can be found in the Section ESG data table.,,,,,,,,,,,,,,,,,,
Table_13,12,,• The International Standard on Assurance Engagements,,,,,,,,,,,,,,,,,
Table_13,12,,"3000 (Revised), Assurance Engagements other than Audits",,,,,,,,,,,,,,,,,
Table_14,13,2023 Annual Report for more details on the entities included in the consolidated financial statements.,,,,,,,,,,,,,,,,,,
Table_14,13,Finance,Selected financial figures are extracted from the Annual Report and the consolidated financial statements,,,,,,,,,,,,,,,,,
Table_14,13,,of CLP Holdings Limited and its subsidiaries (the Group). For a detailed description of the financial reporting,,,,,,,,,,,,,,,,,
Table_14,13,,"scope, please refer to the Material Accounting Policies - Consolidation and Equity Accounting on pages",,,,,,,,,,,,,,,,,
Table_14,13,,221-222 of the 2023 Annual Report.,,,,,,,,,,,,,,,,,
Table_14,13,GHG emissions,"Includes the Group’s generation and energy storage portfolio, transmission and distribution, retail and other",,,,,,,,,,,,,,,,,
Table_14,13,CLP Group’s,"business activities where relevant, covering GHG emissions from Scope 1, 2 and 3.",,,,,,,,,,,,,,,,,
Table_14,13,total CO2e,,,,,,,,,,,,,,,,,,
Table_14,13,emissions (on an,Scope 1 CO2e,,,,,,,,,,,,,,,,,
Table_14,13,equity basis),,,,,,,,,,,,,,,,,,
Table_14,13,,"Includes the Group’s generation and energy storage portfolio, transmission and distribution infrastructure,",,,,,,,,,,,,,,,,,
Table_14,13,,coal mines and fuel storage facilities that are:,,,,,,,,,,,,,,,,,
Table_14,13,,"• Owned by CLP, where assets are included on an equity basis (i.e. data is calculated according to CLP’s",,,,,,,,,,,,,,,,,
Table_14,13,,equity share in the asset); and,,,,,,,,,,,,,,,,,
Table_14,13,,• In operation during the reporting year.,,,,,,,,,,,,,,,,,
Table_14,13,,Scope 2 CO2e,,,,,,,,,,,,,,,,,
Table_14,13,,"Includes the Group’s generation and energy storage portfolio, transmission and distribution infrastructure,",,,,,,,,,,,,,,,,,
Table_14,13,,"coal mines, fuel storage facilities and offices that are:",,,,,,,,,,,,,,,,,
Table_14,13,,"• Owned or rented by CLP, with assets and offices included on an equity basis (i.e. data is calculated",,,,,,,,,,,,,,,,,
Table_14,13,,according to CLP’s equity share in the asset); and,,,,,,,,,,,,,,,,,
Table_14,13,,• In operation during the reporting year.,,,,,,,,,,,,,,,,,
Table_14,13,,Scope 3 CO2e,,,,,,,,,,,,,,,,,
Table_14,13,,Includes indirect emissions (not included in Scope 2) that occur in the value chain of CLP. It includes emissions,,,,,,,,,,,,,,,,,
Table_14,13,,from the Scope 3 categories relevant to CLP (see the GHG Accounting Methodology for details).,,,,,,,,,,,,,,,,,
Table_14,13,GHG emissions,Data is consolidated on an equity basis with two variations:,,,,,,,,,,,,,,,,,
Table_14,13,CLP Group's,,,,,,,,,,,,,,,,,,
Table_14,13,generation and,"1.
Equity basis includes assets in the Group’s generation and energy storage portfolio that are:",,,,,,,,,,,,,,,,,
Table_14,13,energy storage,,,,,,,,,,,,,,,,,,
Table_14,13,,"– Owned by CLP, where assets are included on an equity basis (i.e. data is calculated according to CLP’s",,,,,,,,,,,,,,,,,
Table_15,14,GHG emissions,"Includes the Group’s generation and energy storage portfolio, coal mines or fuel storage facilities that are:",,,,,,,,,,,,,,,,,
Table_15,14,CLP Group's,,,,,,,,,,,,,,,,,,
Table_15,14,,,,,,,,,,,,,,,,,,,
Table_15,14,generation and,"• Majority owned by CLP or under CLP’s operational control, defined as entities that have full authority to",,,,,,,,,,,,,,,,,
Table_15,14,energy storage,implement CLP’s operating policies;,,,,,,,,,,,,,,,,,
Table_15,14,,,,,,,,,,,,,,,,,,,
Table_15,14,portfolio (CO2/,• In operation during the reporting year; and,,,,,,,,,,,,,,,,,
Table_15,14,CO2e on an,,,,,,,,,,,,,,,,,,
Table_15,14,operational,• Having a material impact on the environment.,,,,,,,,,,,,,,,,,
Table_15,14,control basis),,,,,,,,,,,,,,,,,,
Table_15,14,,"Unless otherwise stated, 100% of the performance data for in-scope assets is reported without adjustments",,,,,,,,,,,,,,,,,
Table_15,14,,based on CLP's equity share.,,,,,,,,,,,,,,,,,
Table_15,14,GHG emissions,"1.
Equity basis:",,,,,,,,,,,,,,,,,
Table_15,14,intensity of CLP,,,,,,,,,,,,,,,,,,
Table_15,14,Group’s,The GHG emissions intensity of the portfolio owned by CLP. This is the ratio of the equity portion of GHG,,,,,,,,,,,,,,,,,
Table_15,14,generation and,emissions to the equivalent portion of the power sent out from CLP Group’s generation and energy storage,,,,,,,,,,,,,,,,,
Table_15,14,energy storage,portfolio where CLP has an equity interest. This includes Scope 1 and Scope 2 emissions.,,,,,,,,,,,,,,,,,
Table_15,14,portfolio,,,,,,,,,,,,,,,,,,
Table_15,14,(on an equity/,Equity basis includes the assets in the Group’s generation and energy storage portfolio that are:,,,,,,,,,,,,,,,,,
Table_15,14,equity plus long-,,,,,,,,,,,,,,,,,,
Table_15,14,,,,,,,,,,,,,,,,,,,
Table_15,14,term capacity,"• Owned by CLP, where assets are included on an equity basis (i.e. data is calculated according to CLP’s",,,,,,,,,,,,,,,,,
Table_15,14,and energy,equity share in the asset); and,,,,,,,,,,,,,,,,,
Table_15,14,,,,,,,,,,,,,,,,,,,
Table_15,14,purchase basis),• In operation during the reporting year.,,,,,,,,,,,,,,,,,
Table_15,14,,2. Equity plus long-term capacity and energy purchase basis:,,,,,,,,,,,,,,,,,
Table_15,14,,The GHG emissions intensity of electricity supplied to CLP’s customers (i.e. portfolio owned by CLP and,,,,,,,,,,,,,,,,,
Table_15,14,,purchased electricity that is sold to CLP’s customers) is the ratio of the GHG emissions to the equivalent,,,,,,,,,,,,,,,,,
Table_15,14,,portion of the power sent out from CLP Group’s generation and energy storage portfolio where CLP has an,,,,,,,,,,,,,,,,,
Table_15,14,,"equity interest and long-term purchase arrangements. This includes Scope 1, Scope 2 and Scope 3 emissions",,,,,,,,,,,,,,,,,
Table_15,14,,(part of Category 3: direct emissions from generation of purchased electricity that is sold to CLP’s customers).,,,,,,,,,,,,,,,,,
Table_15,14,,Equity plus long-term capacity and energy purchase basis includes the assets in the Group’s generation and,,,,,,,,,,,,,,,,,
Table_15,14,,energy storage portfolio which are:,,,,,,,,,,,,,,,,,
